iter	Logloss
208	0.5251363008
209	0.5244434223
210	0.5240312645
211	0.5233998208
212	0.5228470241
213	0.5221567853
214	0.5214370521
215	0.5208644726
216	0.5202605884
217	0.5193871795
218	0.5187795696
219	0.5180957078
220	0.5174697175
221	0.5167105912
222	0.5160503896
223	0.515383043
224	0.5144873026
225	0.5138615152
226	0.5131348619
227	0.5124107015
228	0.511685522
229	0.5111864713
230	0.5106850797
231	0.5100749256
232	0.5095166309
233	0.5089874744
234	0.5085380247
235	0.5080424883
236	0.5075528569
237	0.5067813872
238	0.5061162297
239	0.5056769815
240	0.5050956586
241	0.5041431327
242	0.5034348454
243	0.5029463251
244	0.5024677357
245	0.5020843737
246	0.5013893312
247	0.5005919328
248	0.4999897239
249	0.4994658227
250	0.4987532038
251	0.4981273316
252	0.4975759407
253	0.4970942276
254	0.4966345503
255	0.4957823972
256	0.4952582485
257	0.4949350392
258	0.4942830338
259	0.49375458
260	0.4927507007
261	0.4921850278
262	0.491285088
263	0.4909619265
264	0.4904669109
265	0.4899486879
266	0.4891389562
267	0.4887320462
268	0.4882188726
269	0.4877917306
270	0.4869789036
271	0.4863565653
272	0.4856755639
273	0.4851052938
274	0.4844102373
275	0.4837712661
276	0.4831766908
277	0.4824479125
278	0.4819597814
279	0.4812896754
280	0.4807675929
281	0.4802801427
282	0.479671825
283	0.4791971963
284	0.4786895791
285	0.4781854181
286	0.4774821102
287	0.4767682354
288	0.4762256176
289	0.4756569173
290	0.475199601
291	0.4746875713
292	0.4743038594
293	0.4737067535
294	0.4732798284
295	0.4727854763
296	0.4720443836
297	0.4715873713
298	0.4710577654
299	0.4704766594
300	0.4700104903
301	0.4696320282
302	0.4689728867
303	0.4682146641
304	0.4675413494
305	0.4669177422
306	0.4664401651
307	0.4658566015
308	0.4654618169
309	0.4649234615
310	0.4644456778
311	0.4639027033
312	0.4633858898
313	0.462768019
314	0.4623436978
315	0.4618779469
316	0.4612747502
317	0.4608389451
318	0.4603542673
319	0.4597542154
320	0.4593136043
321	0.4588682188
322	0.4584710119
323	0.4580187371
324	0.4574947144
325	0.4569982104
326	0.4565942427
327	0.4559527825
328	0.4552634499
329	0.4548044422
330	0.4543928799
331	0.4536589963
332	0.4532661595
333	0.4528178182
334	0.4524281739
335	0.4521243233
336	0.4516788767
337	0.4509839504
338	0.4505456079
339	0.4501469958
340	0.4494406609
341	0.4488880371
342	0.448432509
343	0.4477519011
344	0.4473149473
345	0.4467317771
346	0.446200441
347	0.4456818887
348	0.445285299
349	0.4445280921
350	0.4440610453
351	0.4436194809
352	0.4432833091
353	0.4426465521
354	0.4422697087
355	0.4417531916
356	0.4412971573
357	0.4408031417
358	0.4403690615
359	0.4398518533
360	0.4393069393
361	0.4387296923
362	0.4383911399
363	0.4379660601
364	0.4374321292
365	0.4368988497
366	0.4362518913
367	0.4358380477
368	0.435369288
369	0.4349090721
370	0.4344654939
371	0.4339809081
372	0.4336183642
373	0.4328742425
374	0.4322522959
375	0.431761735
376	0.4312438291
377	0.4304660415
378	0.4299700657
379	0.4294426147
380	0.4289519716
381	0.4286236014
382	0.4279512789
383	0.4273406517
384	0.4269733052
385	0.4263869053
386	0.425842424
387	0.4254125554
388	0.4251309185
389	0.4246660551
390	0.424170369
391	0.4238584004
392	0.4232641117
393	0.4228388794
394	0.4222681266
395	0.4218894814
396	0.4211619366
397	0.4208952407
398	0.4204692385
399	0.4201212677
400	0.4194267842
401	0.4190921993
402	0.4185118481
403	0.4181747947
404	0.417641212
405	0.4171068661
406	0.4166066209
407	0.416155203
408	0.4156797164
409	0.4152479716
410	0.4148157238
411	0.4142959414
412	0.4139617372
413	0.4135485778
414	0.412996881
415	0.4124710788
416	0.4121165341
417	0.4117942429
418	0.4112234421
419	0.4108518774
420	0.4104019965
421	0.4099238729
422	0.409585036
423	0.4090189578
424	0.4086514841
425	0.4082108764
426	0.4078314153
427	0.407449759
428	0.406784213
429	0.4062733884
430	0.4059159026
431	0.4053859792
432	0.4049254794
433	0.4045566182
434	0.4039170099
435	0.4033630835
436	0.4029631162
437	0.4025131871
438	0.4020392475
439	0.4015669643
440	0.4010756129
441	0.400595699
442	0.4002113005
443	0.3999198037
444	0.3993971941
445	0.398924766
446	0.3983482595
447	0.3978799922
448	0.3975278856
449	0.3971143813
450	0.3966567013
451	0.396235252
452	0.3957367459
453	0.3952835572
454	0.3948409118
455	0.3945507573
456	0.3940272167
457	0.3934418729
458	0.3930588097
459	0.3924861598
460	0.392098105
461	0.3914709576
462	0.3909444824
463	0.3904554517
464	0.3900379125
465	0.3896247916
466	0.3892014555
467	0.3888181616
468	0.3883680579
469	0.3880145419
470	0.3875874899
471	0.3870877783
472	0.3865928708
473	0.3861545188
474	0.3858234352
475	0.385415652
476	0.384911998
477	0.3843006813
478	0.3838576594
479	0.3834317961
480	0.3830852179
481	0.3827233081
482	0.3824278219
483	0.3819244081
484	0.381524787
485	0.3810567489
486	0.3806934562
487	0.3803384636
488	0.3799835618
489	0.3795774041
490	0.3791930801
491	0.3787847018
492	0.3784493388
493	0.3781020825
494	0.3777566799
495	0.3771826854
496	0.376686156
497	0.3762525406
498	0.3758162043
499	0.3753135724
500	0.3749881267
501	0.3743492415
502	0.3739959171
503	0.3737286563
504	0.3733347803
505	0.37290248
506	0.3726375994
507	0.3723415407
508	0.3720585817
509	0.3717677539
510	0.3714266622
511	0.3709932093
512	0.3705670549
513	0.3701615284
514	0.3698118237
515	0.3694562478
516	0.3690656619
517	0.3685914257
518	0.368248152
519	0.3679273916
520	0.367563532
521	0.3669187579
522	0.366586621
523	0.3662565476
524	0.3659621649
525	0.3655119379
526	0.3651292343
527	0.3648541251
528	0.3644490908
529	0.3641450423
530	0.3637927227
531	0.3633291001
532	0.3628822237
533	0.3624245756
534	0.3619357862
535	0.3614283432
536	0.3610664008
537	0.3607593577
538	0.3604218716
539	0.3601308073
540	0.3597373621
541	0.3590028054
542	0.3587025729
543	0.3582782605
544	0.3578982986
545	0.3576300104
546	0.3573060436
547	0.3568143616
548	0.3564899268
549	0.356049467
550	0.3556558701
551	0.3553342215
552	0.3550276265
553	0.354614605
554	0.3542141677
555	0.3537848909
556	0.3533508743
557	0.3530284092
558	0.3527061455
559	0.3525361952
560	0.352072319
561	0.3518219633
562	0.351460886
563	0.3510779928
564	0.3506744188
565	0.3502965696
566	0.3501516768
567	0.3498009451
568	0.3492733773
569	0.348991558
570	0.3484764754
571	0.3479787861
572	0.3476703445
573	0.3473494575
574	0.3468577336
575	0.3466668964
576	0.3462148502
577	0.345950951
578	0.3457662981
579	0.3454534275
580	0.3451860119
581	0.3447332348
582	0.3442912026
583	0.343975413
584	0.3436985577
585	0.3434331226
586	0.3431499031
587	0.3427196286
588	0.342356781
589	0.3418491957
590	0.3415574881
591	0.3412627804
592	0.3408384974
593	0.3404424033
594	0.3399323941
595	0.3396340484
596	0.339333051
597	0.3388668306
598	0.3384751511
599	0.3381704105
600	0.3377295164
601	0.337323912
602	0.3369939548
603	0.3365848937
604	0.336115893
605	0.3356622327
606	0.3352325315
607	0.3349098592
608	0.334565076
609	0.334093138
610	0.3337494429
611	0.333335438
612	0.332960994
613	0.3326628262
614	0.3323089545
615	0.3319715794
616	0.3316949081
617	0.3313221101
618	0.3308310828
619	0.330404131
620	0.3299987731
621	0.3296485328
622	0.3292759332
623	0.3288078651
624	0.3285696428
625	0.3281664076
626	0.3278680225
627	0.3275039883
628	0.3272012236
629	0.3269728092
630	0.326746047
631	0.3265340279
632	0.3262842877
633	0.3259250601
634	0.3254906168
635	0.3251265151
636	0.3248524916
637	0.3246516506
638	0.3244454057
639	0.3241474608
640	0.3238610566
641	0.3234736723
642	0.3230242634
643	0.3226447069
644	0.3222714562
645	0.3218924093
646	0.321541021
647	0.3211963254
648	0.3207644576
649	0.3204050758
650	0.3198221225
651	0.3196597464
652	0.3193776206
653	0.3190649729
654	0.3187111394
655	0.3184025367
656	0.3179399285
657	0.3176337751
658	0.3172936717
659	0.3169882064
660	0.3166857026
661	0.3163888661
662	0.3159101153
663	0.3156796318
664	0.3152816148
665	0.3149686523
666	0.3147402608
667	0.314497726
668	0.3140929212
669	0.3136249059
670	0.3133133385
671	0.313013652
672	0.31259169
673	0.3123488103
674	0.3119788225
675	0.3115066198
676	0.3111992781
677	0.310805938
678	0.3105299448
679	0.3101500207
680	0.3096724878
681	0.3093471934
682	0.3090251129
683	0.3086902116
684	0.3082877303
685	0.3077874875
686	0.3073596712
687	0.3071129326
688	0.3067904825
689	0.3064376193
690	0.3061120277
691	0.3059306947
692	0.3056656215
693	0.3051162068
694	0.3048662606
695	0.3044623341
696	0.304043183
697	0.3036146146
698	0.303249953
699	0.302849781
700	0.3024239774
701	0.302168574
702	0.3017959296
703	0.3011252455
704	0.3007981718
705	0.3003589812
706	0.3001148873
707	0.2997462417
708	0.2993824524
709	0.2990351592
710	0.298674412
711	0.2983211264
712	0.2979088365
713	0.2976148309
714	0.2971602932
715	0.2968985566
716	0.2965475216
717	0.296306983
718	0.2960007504
719	0.295644271
720	0.2952123579
721	0.2948228327
722	0.2944833343
723	0.2941633703
724	0.2939177681
725	0.2936017359
726	0.2932779186
727	0.2929454776
728	0.2927016113
729	0.2923153526
730	0.2919344509
731	0.2915026554
732	0.2911163483
733	0.2908167068
734	0.2904861859
735	0.2901629841
736	0.2897130406
737	0.2893866861
738	0.2890609726
739	0.2886885643
740	0.2881941028
741	0.2877508412
742	0.2875180877
743	0.2872167631
744	0.286798493
745	0.2863243925
746	0.2860729236
747	0.2857040558
748	0.2853229202
749	0.2849963254
750	0.2845656605
751	0.2843299355
752	0.2840409483
753	0.2837724734
754	0.2833814384
755	0.2830890719
756	0.282686951
757	0.2823767112
758	0.2818857608
759	0.2814709789
760	0.2812333578
761	0.2808770837
762	0.2804032935
763	0.2800346544
764	0.2797023982
765	0.2794497639
766	0.2792553292
767	0.2788496863
768	0.2786442461
769	0.2782881328
770	0.2779631338
771	0.277647087
772	0.2772921793
773	0.2769922434
774	0.2767256845
775	0.2761119273
776	0.2756288824
777	0.2754397591
778	0.2751108011
779	0.2746169171
780	0.2744102369
781	0.2741940554
782	0.2737741034
783	0.2735698127
784	0.2730770316
785	0.2727264272
786	0.2724173852
787	0.2721763913
788	0.2718838616
789	0.2715493872
790	0.2711042295
791	0.2706572912
792	0.2703297122
793	0.2700040515
794	0.2696256875
795	0.2692976906
796	0.2690095481
797	0.2685653143
798	0.2682042951
799	0.2677697475
800	0.2674024604
801	0.267071253
802	0.2666748119
803	0.2663458673
804	0.2658736181
805	0.2654751046
806	0.2649670576
807	0.2648068699
808	0.2644327151
809	0.2641866094
810	0.2639020625
811	0.2636325167
812	0.2633296625
813	0.2629986264
814	0.2626531351
815	0.2622585388
816	0.2619060613
817	0.2616061738
818	0.2611938941
819	0.2608927878
820	0.2605180099
821	0.2603424125
822	0.259965928
823	0.2595106186
824	0.2592903188
825	0.2590546152
826	0.2587816871
827	0.258499509
828	0.2580913701
829	0.257603934
830	0.2573094584
831	0.257104299
832	0.2568330485
833	0.2566579213
834	0.2564000849
835	0.2560982555
836	0.2557760422
837	0.2553304222
838	0.2550128523
839	0.2546369547
840	0.2541610763
841	0.2538882146
842	0.2534143907
843	0.2531155719
844	0.2528154706
845	0.2524999918
846	0.2522726123
847	0.2519110804
848	0.2516077809
849	0.2512336131
850	0.2509544696
851	0.2506832101
852	0.2503457134
853	0.2500258757
854	0.2497620865
855	0.2495132098
856	0.2491428139
857	0.2487476113
858	0.2483123506
859	0.247959524
860	0.2475175478
861	0.247289692
862	0.246937607
863	0.2464761059
864	0.2460650492
865	0.2457486775
866	0.2455049644
867	0.2452376541
868	0.2449212064
869	0.2445919234
870	0.2443513922
871	0.2439617189
872	0.2435464667
873	0.2431256846
874	0.2428841853
875	0.2425536031
876	0.2421500411
877	0.2416916746
878	0.2414860669
879	0.2410656831
880	0.2405715877
881	0.2402371642
882	0.2398950712
883	0.2394740286
884	0.2391686943
885	0.2389010423
886	0.2386114623
887	0.2382462484
888	0.2379469828
889	0.2376080506
890	0.2373119068
891	0.2369937527
892	0.236741445
893	0.2364589614
894	0.2361781035
895	0.2357890121
896	0.2354685811
897	0.2351104446
898	0.2348478698
899	0.2344615657
900	0.2341114625
901	0.2337438973
902	0.2333342631
903	0.232997524
904	0.2326255627
905	0.2322773428
906	0.2320074442
907	0.2316385706
908	0.2314280704
909	0.2311911331
910	0.2308011653
911	0.230407819
912	0.2300812069
913	0.2297170542
914	0.2294265664
915	0.2290969031
916	0.2287669813
917	0.2284457884
918	0.2282225275
919	0.22796613
920	0.2276517742
921	0.2274595031
922	0.2271955742
923	0.2268131413
924	0.2264576869
925	0.226214403
926	0.2259714411
927	0.2257285275
928	0.225366741
929	0.2251652332
930	0.224835626
931	0.2245630402
932	0.2242165495
933	0.2239069926
934	0.2236879295
935	0.2232169828
936	0.2230040444
937	0.2227008022
938	0.222379437
939	0.2221159306
940	0.2218054298
941	0.2215891454
942	0.2211901515
943	0.2208370516
944	0.220616036
945	0.2203685234
946	0.2200224338
947	0.2198197672
948	0.2196295939
949	0.219311999
950	0.2189622724
951	0.2187097853
952	0.2183072
953	0.2180037547
954	0.21774875
955	0.2174154229
956	0.2172049509
957	0.2170042735
958	0.2165546584
959	0.2163001159
960	0.2160624552
961	0.2157618897
962	0.2152519744
963	0.2148761539
964	0.2146231512
965	0.2143088716
966	0.2139157905
967	0.2136747152
968	0.2134104506
969	0.2130985198
970	0.2127165143
971	0.2124591408
972	0.212247868
973	0.2119903177
974	0.2117211354
975	0.2114140215
976	0.2111372157
977	0.2108363056
978	0.2105045757
979	0.2102473265
980	0.2098897984
981	0.2095676862
982	0.2091960055
983	0.2089124237
984	0.2084548163
985	0.2080346337
986	0.2076817644
987	0.2074147005
988	0.2071192131
989	0.2068256385
990	0.2065987102
991	0.2062898101
992	0.2060068608
993	0.205638132
994	0.205362728
995	0.2051481934
996	0.2047886789
997	0.2044338189
998	0.2041255478
999	0.2039393208
