iter	MultiClass
220	0.08433917628
221	0.08413832317
222	0.08384798594
223	0.08370620924
224	0.08349807342
225	0.0833105662
226	0.08304183511
227	0.08282886599
228	0.08263530562
229	0.08246099906
230	0.0822427783
231	0.08185369391
232	0.08155006652
233	0.0812983837
234	0.08098103981
235	0.08064730307
236	0.08043722914
237	0.08020680247
238	0.07999147723
239	0.07985751819
240	0.07958767106
241	0.07949184809
242	0.07922289595
243	0.07892497014
244	0.07884273277
245	0.07870348503
246	0.07852299115
247	0.07825110312
248	0.07809761301
249	0.07780798091
250	0.07771614173
251	0.07750411268
252	0.07733168491
253	0.07710556835
254	0.07701428413
255	0.07683248318
256	0.07663541782
257	0.0765920178
258	0.07648421907
259	0.07629820365
260	0.07611773598
261	0.07591761865
262	0.07568994698
263	0.07554977049
264	0.07540162345
265	0.07511100675
266	0.07492965168
267	0.07475177614
268	0.0746013341
269	0.0744557963
270	0.07426823531
271	0.07406230786
272	0.07376475627
273	0.07352935732
274	0.07306013307
275	0.07284296884
276	0.07270084155
277	0.07243001773
278	0.07220196173
279	0.07203982865
280	0.07180596601
281	0.07168583418
282	0.07140150642
283	0.07116890412
284	0.07111495573
285	0.07099173632
286	0.07082481772
287	0.07064590884
288	0.07044300107
289	0.07022315861
290	0.07019866796
291	0.07004760466
292	0.06997968492
293	0.06976736104
294	0.06964312387
295	0.06962614353
296	0.06941418543
297	0.06917516135
298	0.06910247844
299	0.06899154742
300	0.06879567173
301	0.06858406813
302	0.06847305573
303	0.06812229265
304	0.06800604885
305	0.06784766164
306	0.06773912815
307	0.06753717356
308	0.06730090684
309	0.06711064181
310	0.06691449852
311	0.06673327313
312	0.06663088378
313	0.06655321558
314	0.06641748759
315	0.06627259405
316	0.06621195005
317	0.06603332692
318	0.06591795405
319	0.06576298396
320	0.06558455409
321	0.06545620515
322	0.06521638452
323	0.06509543264
324	0.06496117736
325	0.06493089332
326	0.0649016129
327	0.06480522781
328	0.0646154478
329	0.06451864894
330	0.06438077164
331	0.06430311166
332	0.06419783082
333	0.06413045432
334	0.06403999694
335	0.06384473396
336	0.06372826144
337	0.06357356807
338	0.06342651761
339	0.06329509576
340	0.06311085453
341	0.06293803082
342	0.06281347908
343	0.06256148424
344	0.06252688957
345	0.06238799644
346	0.06232533026
347	0.06226097702
348	0.06221781548
349	0.06203454644
350	0.06193766309
351	0.06176920112
352	0.06168650693
353	0.0616515113
354	0.06141025808
355	0.06126106822
356	0.06113583576
357	0.06101100404
358	0.06097803038
359	0.06089040644
360	0.06074794892
361	0.06064594742
362	0.06041770617
363	0.06029791065
364	0.06014293629
365	0.06001203726
366	0.05987221393
367	0.05974933758
368	0.05956222338
369	0.05941804709
370	0.05923531183
371	0.05911470944
372	0.05877571622
373	0.05866454769
374	0.05847765705
375	0.05837272541
376	0.05830865326
377	0.05820760639
378	0.05810999746
379	0.0579977774
380	0.05792480807
381	0.05778094633
382	0.05764017196
383	0.05745801241
384	0.057356451
385	0.0572688698
386	0.05716366462
387	0.05702977534
388	0.05692060661
389	0.05676475426
390	0.05671211494
391	0.05662867075
392	0.05654483497
393	0.05643553005
394	0.056413952
395	0.05631577388
396	0.05628239366
397	0.05604374374
398	0.05600459069
399	0.05591940562
400	0.05579202808
401	0.05564946711
402	0.05554997226
403	0.05544306452
404	0.05539192983
405	0.05530689558
406	0.05522575717
407	0.05511833472
408	0.0550650944
409	0.05495777219
410	0.05490216392
411	0.054802008
412	0.05468425493
413	0.05459317262
414	0.05450181905
415	0.0543747426
416	0.0541331479
417	0.05398063402
418	0.05391304385
419	0.05378645204
420	0.05364890806
421	0.05358465067
422	0.05348862057
423	0.05344321211
424	0.05337888425
425	0.05319591553
426	0.05304873218
427	0.05299561507
428	0.05288732735
429	0.05285431688
430	0.05275093461
431	0.05259959196
432	0.05242086645
433	0.05226958694
434	0.05221378709
435	0.05216979128
436	0.05208575774
437	0.05200996346
438	0.05191752377
439	0.0518094603
440	0.05176727136
441	0.05172228449
442	0.0516111641
443	0.05148200604
444	0.0514557316
445	0.05137615196
446	0.05123878297
447	0.05104269927
448	0.05096266436
449	0.05085760756
450	0.05074741445
451	0.05070364869
452	0.05062651786
453	0.05048765237
454	0.05041199089
455	0.0502874111
456	0.05024391537
457	0.05019127232
458	0.05013943393
459	0.05002649496
460	0.04984946645
461	0.04977387258
462	0.04957693416
463	0.04950741964
464	0.04940179054
465	0.04931017453
466	0.04927202185
467	0.04913549394
468	0.04904564483
469	0.04896493807
470	0.04887130109
471	0.0487036259
472	0.04862076997
473	0.0485149618
474	0.04846930352
475	0.04831494726
476	0.04826231104
477	0.04811306496
478	0.04803526351
479	0.04795955483
480	0.04793949379
481	0.04767428627
482	0.04759204277
483	0.04755912912
484	0.04747773885
485	0.04737483811
486	0.04726479124
487	0.04720471136
488	0.04709643336
489	0.04704155998
490	0.04699377927
491	0.04692293867
492	0.04685611854
493	0.04678783205
494	0.04669613682
495	0.04663113344
496	0.04654532678
497	0.04645156584
498	0.04636555984
499	0.04627643646
500	0.04621958404
501	0.04608696838
502	0.04602833804
503	0.04592619701
504	0.04583343234
505	0.0457492099
506	0.04564731042
507	0.04555161957
508	0.0454949366
509	0.04541084381
510	0.04536165442
511	0.04530288715
512	0.04526210474
513	0.0451672513
514	0.04513266404
515	0.04509512012
516	0.04495950247
517	0.04490837374
518	0.04487444626
519	0.04469753344
520	0.04463399886
521	0.04455210172
522	0.04453286809
523	0.04443761765
524	0.04437653315
525	0.04422711814
526	0.04413790585
527	0.04409003698
528	0.04402179065
529	0.04393304723
530	0.04390144499
531	0.04383723823
532	0.04373701282
533	0.0436717704
534	0.04363693122
535	0.04355024023
536	0.04351697233
537	0.04339166402
538	0.04335565086
539	0.04330974507
540	0.04319354549
541	0.0431580317
542	0.04304878542
543	0.04297741173
544	0.04292309969
545	0.04285678098
546	0.04278822253
547	0.04268335719
548	0.04259790273
549	0.04251779447
550	0.0424696271
551	0.04241287942
552	0.04233475893
553	0.04231144349
554	0.04225135822
555	0.04217240597
556	0.04204788528
557	0.04199069971
558	0.04195982979
559	0.04191421901
560	0.04185295583
561	0.04178757083
562	0.04173173206
563	0.04152594731
564	0.04145749222
565	0.04132086207
566	0.04125463482
567	0.04108919508
568	0.04103125107
569	0.0409626681
570	0.04089315623
571	0.04087967067
572	0.04083838229
573	0.04079081019
574	0.04070937887
575	0.04060435382
576	0.04058732215
577	0.04054914684
578	0.04048345019
579	0.04044487331
580	0.04035857239
581	0.04027106661
582	0.04018199049
583	0.04010444588
584	0.04007007948
585	0.04000305734
586	0.03998055772
587	0.03994331643
588	0.03989634972
589	0.03983173938
590	0.03974070835
591	0.03972455584
592	0.03963430892
593	0.03960424173
594	0.03953598148
595	0.03936204291
596	0.03931698022
597	0.03923395583
598	0.03919867904
599	0.03913325498
600	0.03909611913
601	0.03906032666
602	0.03899840616
603	0.03895130056
604	0.03889773365
605	0.03885867732
606	0.03872555524
607	0.03869483418
608	0.0386258592
609	0.03858005254
610	0.03853293336
611	0.03847147094
612	0.03839183533
613	0.03829569942
614	0.03820504789
615	0.03810458039
616	0.03806028693
617	0.03799278103
618	0.03794303673
619	0.03790319444
620	0.03781092488
621	0.03771923721
622	0.03768074174
623	0.03757156921
624	0.03750219766
625	0.03744276502
626	0.0373654993
627	0.03730964263
628	0.03724059225
629	0.03716782443
630	0.03714958955
631	0.03710337511
632	0.0370689143
633	0.03699292901
634	0.03694671317
635	0.03688151627
636	0.0367897874
637	0.03676342714
638	0.03671709037
639	0.03667079997
640	0.03657844658
641	0.03653448307
642	0.03648675859
643	0.03641006692
644	0.03633984028
645	0.03631856418
646	0.03627292258
647	0.0362216838
648	0.03615225791
649	0.03608445722
650	0.0360306842
651	0.03600222167
652	0.03592211011
653	0.03583735324
654	0.03578269234
655	0.03575114283
656	0.03572654329
657	0.03565559808
658	0.03557239013
659	0.03553367346
660	0.03549469341
661	0.03543634837
662	0.03539605607
663	0.035361789
664	0.03530564865
665	0.0352702286
666	0.0352143572
667	0.03514078564
668	0.03510779408
669	0.0350671258
670	0.03501709484
671	0.03497875822
672	0.0349581993
673	0.03489460614
674	0.03482159973
675	0.03479632865
676	0.03471472215
677	0.03468074067
678	0.03460354409
679	0.0345792796
680	0.03452862466
681	0.03448061975
682	0.0344464434
683	0.03437944108
684	0.03430728279
685	0.03425899047
686	0.03423964202
687	0.03416966048
688	0.03412342208
689	0.03405351296
690	0.03400976737
691	0.03393681596
692	0.03390853685
693	0.03385279112
694	0.03378756638
695	0.03376765935
696	0.03372220901
697	0.0336636288
698	0.03362415604
699	0.03357148206
700	0.03353777772
701	0.03349907608
702	0.03345485172
703	0.03343620499
704	0.03337134436
705	0.03334488296
706	0.03331198906
707	0.03326996102
708	0.03323609987
709	0.03319082493
710	0.03313858841
711	0.03309560414
712	0.03304460319
713	0.03301388748
714	0.03296066664
715	0.03293507376
716	0.03291242297
717	0.03286597611
718	0.03283231055
719	0.0327660049
720	0.03271256145
721	0.03266988565
722	0.03264070756
723	0.03261180226
724	0.03257608914
725	0.0325392311
726	0.03248542024
727	0.03245625502
728	0.03240520957
729	0.03234839606
730	0.03229417423
731	0.03224443327
732	0.03220367387
733	0.03215409567
734	0.03212084732
735	0.03210659313
736	0.03205667693
737	0.03198182701
738	0.03196554313
739	0.03190351784
740	0.03189168801
741	0.03183877462
742	0.03180974968
743	0.03173156992
744	0.03170020737
745	0.03166530353
746	0.03162156321
747	0.03160424164
748	0.03154929284
749	0.03153554578
750	0.03147526364
751	0.03142799393
752	0.03134160951
753	0.03129168208
754	0.0312566117
755	0.03119853015
756	0.0311671732
757	0.03113889759
758	0.03110050252
759	0.03105821547
760	0.03102101243
761	0.03096368737
762	0.03088935644
763	0.03087095946
764	0.03085046746
765	0.03081642517
766	0.03076245392
767	0.03073536295
768	0.0306683157
769	0.03063120989
770	0.0305812082
771	0.03050619438
772	0.03047514651
773	0.03044364116
774	0.03039403678
775	0.03035285222
776	0.03031652482
777	0.03026267727
778	0.03023123308
779	0.03019666004
780	0.03015893782
781	0.03011938871
782	0.03006061647
783	0.03002322792
784	0.0299893487
785	0.02992154817
786	0.02987468756
787	0.02984859101
788	0.02980638867
789	0.02978988356
790	0.02974588504
791	0.02971125319
792	0.02967581734
793	0.02963390229
794	0.02960368177
795	0.02953753898
796	0.02949690737
797	0.02945223585
798	0.02943740202
799	0.02940222612
800	0.0293855395
801	0.02934355958
802	0.02932068032
803	0.02926135437
804	0.02920918044
805	0.02917078604
806	0.02913510066
807	0.02910918313
808	0.02907837993
809	0.02904847232
810	0.02903354278
811	0.02900677704
812	0.02898068732
813	0.02894666676
814	0.02888062883
815	0.02882672939
816	0.0288067999
817	0.02874687199
818	0.02869178764
819	0.02866415674
820	0.02862452895
821	0.02861279542
822	0.02857413693
823	0.02855390782
824	0.02848342459
825	0.0284424397
826	0.02839147583
827	0.02832327755
828	0.02828892035
829	0.02825001347
830	0.02819449258
831	0.02814904436
832	0.02813422024
833	0.0280965641
834	0.02806996069
835	0.02803836374
836	0.02800963041
837	0.02799345102
838	0.02797567383
839	0.02795150473
840	0.02792941047
841	0.02789941716
842	0.02786974234
843	0.02783112166
844	0.02779711376
845	0.02778197099
846	0.02775697446
847	0.02772249921
848	0.02769203024
849	0.02766269796
850	0.02764269515
851	0.02759957136
852	0.02751553534
853	0.02747520791
854	0.02744115013
855	0.02738430633
856	0.02735987534
857	0.0273285234
858	0.02730587347
859	0.02728025538
860	0.02724710635
861	0.02721290321
862	0.02717726884
863	0.0271589809
864	0.02711503251
865	0.02708095612
866	0.02704216067
867	0.02701041339
868	0.02698135426
869	0.02695815236
870	0.02691604543
871	0.02689006924
872	0.02686298234
873	0.02680778939
874	0.02675855011
875	0.02674842407
876	0.02671764906
877	0.02670159217
878	0.02667642268
879	0.02661774653
880	0.0265755716
881	0.02653920661
882	0.02650039952
883	0.02647477231
884	0.02645753444
885	0.02641894428
886	0.02637069974
887	0.0263464226
888	0.02633227297
889	0.02629570981
890	0.02625939707
891	0.02620996293
892	0.02619891978
893	0.02617435243
894	0.02612192382
895	0.0261091894
896	0.02608822206
897	0.02605741684
898	0.02602330082
899	0.02599271679
900	0.02595644594
901	0.02593925265
902	0.02590737431
903	0.02587995648
904	0.02585320928
905	0.02581953927
906	0.02578356491
907	0.02576956189
908	0.02573732148
909	0.02572272483
910	0.02569366365
911	0.02565405188
912	0.02561299539
913	0.02558009572
914	0.02552373468
915	0.02549837493
916	0.02547532536
917	0.02545267589
918	0.02541494662
919	0.0253806414
920	0.02535139215
921	0.02533254591
922	0.02531504535
923	0.02530412169
924	0.02527551659
925	0.02526201394
926	0.02524612204
927	0.02523383176
928	0.02518401185
929	0.02515908956
930	0.02513689524
931	0.02511694029
932	0.02505778305
933	0.02502713267
934	0.02500066855
935	0.0249901148
936	0.02497011025
937	0.02495791509
938	0.02493328039
939	0.02491090164
940	0.02489323159
941	0.02486100561
942	0.02484452728
943	0.02481365634
944	0.02478930616
945	0.0247732895
946	0.02474101405
947	0.02471465383
948	0.02462797208
949	0.02459761941
950	0.0245767729
951	0.02454863405
952	0.02453177411
953	0.02451257564
954	0.02448435595
955	0.02445289719
956	0.02442333
957	0.0243859726
958	0.02436134416
959	0.02432842664
960	0.02430840505
961	0.02429386863
962	0.0242555785
963	0.02421343295
964	0.02417783858
965	0.02415397589
966	0.02413235602
967	0.02409281944
968	0.02406731673
969	0.02403769018
970	0.02400517171
971	0.02397126744
972	0.02395397403
973	0.02392079586
974	0.02390627198
975	0.02387386672
976	0.02384823925
977	0.02382331113
978	0.02378739571
979	0.0237528698
980	0.02373053298
981	0.02368515408
982	0.02365331086
983	0.0236156459
984	0.02357895528
985	0.02355613186
986	0.02351591322
987	0.02348173028
988	0.02344617634
989	0.0234307511
990	0.02340974312
991	0.0233495999
992	0.02333396819
993	0.02327182135
994	0.02325335969
995	0.0232216847
996	0.02317907649
997	0.02316077757
998	0.02312995006
999	0.02311046604
